,zipcode_of_incident,date_rec,dow_rec,hour_rec,col,dens,houses,pop,unit_0_freq,unit_1_freq,unit_2_freq,unit_3_freq,unit_4_freq,unit_5_freq,unit_6_freq,unit_7_freq,unit_8_freq,unit_type
313,94109,24,2,0,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
314,94102,24,2,19,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
315,94124,24,2,5,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
316,94103,24,2,9,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
317,94103,24,2,9,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
318,94109,24,2,23,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,4
319,94110,24,2,21,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
320,94115,24,2,5,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,1
321,94116,24,2,12,156.9,18021,16851,46594,10,87,0,70,25,9,2,0,15,5
322,94102,24,2,11,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
323,94158,24,2,22,139.0,9247,3629,6080,8,31,0,28,8,1,1,0,11,3
324,94110,24,2,19,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
325,94131,24,2,14,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,3
326,94103,24,2,17,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
327,94102,24,2,22,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
328,94115,24,2,5,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,3
329,94110,24,2,5,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,5
330,94118,24,2,19,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,1
331,94103,24,2,21,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
332,94110,24,2,4,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
333,94110,24,2,21,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,0
334,94105,24,2,21,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,4
335,94114,24,2,18,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,3
336,94133,24,2,15,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,3
337,94123,24,2,18,162.7,25083,15429,25600,19,70,0,38,29,6,3,4,23,3
338,94110,24,2,17,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
339,94110,24,2,9,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,8
340,94118,24,2,16,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,4
341,94122,24,2,10,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,1
342,94110,24,2,1,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
343,94131,24,2,18,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,3
344,94109,24,2,11,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
345,94105,24,2,17,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,3
346,94121,24,2,5,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,4
347,94102,24,2,11,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
348,94110,24,2,19,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
349,94114,24,2,21,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,3
350,94117,24,2,14,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,8
351,94109,24,2,23,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,8
352,94108,24,2,20,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,3
353,94132,24,2,14,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,3
354,94109,24,2,15,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
355,94102,24,2,0,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
356,94102,24,2,13,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
357,94103,24,2,12,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
358,94110,24,2,17,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
359,94111,24,2,22,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,3
360,94158,24,2,16,139.0,9247,3629,6080,8,31,0,28,8,1,1,0,11,1
361,94102,24,2,15,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
362,94103,24,2,6,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
363,94115,24,2,14,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,4
364,94117,24,2,14,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,0
365,94107,24,2,10,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,8
366,94103,24,2,19,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
367,94107,24,2,9,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,3
368,94132,24,2,8,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,3
369,94102,24,2,10,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
370,94121,24,2,13,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,3
371,94114,24,2,22,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,3
372,94109,24,2,8,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,4
373,94109,24,2,17,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
374,94117,24,2,14,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
375,94115,24,2,0,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,1
376,94122,24,2,1,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,5
377,94102,24,2,15,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,0
378,94122,24,2,16,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,3
379,94109,24,2,14,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
380,94102,24,2,8,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
381,94131,24,2,5,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,1
382,94102,24,2,18,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,8
383,94102,24,2,3,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,5
384,94102,24,2,20,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
385,94114,24,2,14,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,1
386,94102,24,2,19,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
387,94131,24,2,16,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,1
388,94112,24,2,10,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,4
389,94104,24,2,7,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,8
390,94110,24,2,17,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
391,94131,24,2,9,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,3
392,94123,24,2,14,162.7,25083,15429,25600,19,70,0,38,29,6,3,4,23,4
393,94117,24,2,16,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,3
394,94103,24,2,13,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
395,94102,24,2,15,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,8
396,94118,24,2,8,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,4
397,94133,24,2,22,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,3
398,94102,24,2,4,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,0
399,94102,24,2,4,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
400,94103,24,2,13,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
401,94110,24,2,6,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
402,94103,24,2,5,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
403,94105,24,2,22,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,0
404,94103,24,2,18,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
405,94103,24,2,18,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
406,94103,24,2,22,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
407,94110,24,2,21,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
408,94108,24,2,16,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,8
409,94134,24,2,17,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,1
410,94134,24,2,10,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,1
411,94103,24,2,23,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,6
412,94122,24,2,19,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,3
413,94102,24,2,21,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,0
414,94121,24,2,9,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,0
415,94110,24,2,5,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
416,94102,24,2,11,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,8
417,94102,24,2,0,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
418,94109,24,2,19,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
419,94104,24,2,6,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,1
420,94116,24,2,23,156.9,18021,16851,46594,10,87,0,70,25,9,2,0,15,1
421,94109,24,2,0,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,0
422,94121,24,2,1,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,4
423,94133,24,2,15,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,1
424,94104,24,2,11,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,3
425,94112,24,2,11,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,4
426,94104,24,2,7,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,0
427,94117,24,2,22,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,3
428,94102,24,2,16,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
429,94115,24,2,15,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,3
430,94107,24,2,20,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,3
431,94109,24,2,16,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
432,94122,24,2,10,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,0
433,94104,24,2,7,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,3
434,94118,24,2,19,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,1
435,94115,24,2,19,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,8
436,94109,24,2,5,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
437,94134,24,2,19,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,0
438,94134,24,2,11,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,3
439,94110,24,2,9,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,0
440,94110,24,2,9,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
441,94103,24,2,11,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,0
442,94105,24,2,22,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,1
443,94105,24,2,19,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,1
444,94124,24,2,9,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
445,94105,24,2,11,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,1
446,94109,24,2,12,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,4
447,94104,24,2,7,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,6
448,94121,24,2,10,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,3
449,94134,24,2,10,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,3
450,94103,24,2,3,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
451,94134,24,2,18,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,3
452,94103,24,2,3,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
453,94103,24,2,1,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
454,94107,24,2,14,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,1
455,94123,24,2,16,162.7,25083,15429,25600,19,70,0,38,29,6,3,4,23,1
456,94109,24,2,0,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
457,94118,24,2,17,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,4
458,94104,24,2,23,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,8
459,94132,24,2,7,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,1
460,94109,24,2,14,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
461,94107,24,2,15,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,3
462,94102,24,2,15,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
463,94109,24,2,9,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,8
464,94103,24,2,7,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
465,94122,24,2,9,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,3
466,94131,24,2,1,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,3
467,94127,24,2,15,156.2,11839,8077,10960,10,38,1,18,6,2,3,3,9,1
468,94109,24,2,22,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
469,94117,24,2,16,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
470,94131,24,2,22,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,1
471,94158,24,2,6,139.0,9247,3629,6080,8,31,0,28,8,1,1,0,11,8
472,94102,24,2,12,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
473,94133,24,2,12,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,3
474,94124,24,2,0,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
475,94115,24,2,15,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,1
476,94110,24,2,1,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
477,94124,24,2,17,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
478,94123,24,2,10,162.7,25083,15429,25600,19,70,0,38,29,6,3,4,23,8
479,94103,24,2,23,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,0
480,94105,24,2,15,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,0
481,94111,24,2,16,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,1
482,94102,24,2,7,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
483,94103,24,2,14,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
484,94111,24,2,10,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,4
485,94117,24,2,14,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,5
486,94102,24,2,18,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
487,94121,24,2,17,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,4
488,94111,24,2,18,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,1
489,94112,24,2,11,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,1
490,94131,24,2,23,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,1
491,94109,24,2,14,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,8
492,94102,24,2,9,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,5
493,94109,24,2,23,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,6
494,94102,24,2,12,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
495,94102,24,2,3,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
496,94109,24,2,0,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,0
497,94134,24,2,19,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,3
498,94102,24,2,17,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,8
499,94110,24,2,23,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,0
500,94110,24,2,23,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
501,94109,24,2,11,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
502,94102,24,2,6,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
503,94112,24,2,1,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,1
504,94133,24,2,20,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,3
505,94103,24,2,13,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
506,94104,24,2,23,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,0
507,94121,24,2,9,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,8
508,94117,24,2,18,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,4
509,94109,24,2,18,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
510,94102,24,2,16,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
511,94102,24,2,20,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
512,94102,24,2,15,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
513,94105,24,2,19,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,8
514,94103,24,2,16,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
515,94105,24,2,6,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,8
516,94103,24,2,23,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
517,94111,24,2,20,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,1
518,94102,24,2,6,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
519,94158,24,2,6,139.0,9247,3629,6080,8,31,0,28,8,1,1,0,11,3
520,94105,24,2,2,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,3
521,94131,24,2,11,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,1
522,94121,24,2,23,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,5
523,94110,24,2,5,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,4
524,94117,24,2,8,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,3
525,94103,24,2,23,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
526,94118,24,2,19,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,0
527,94118,24,2,19,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,8
528,94110,24,2,1,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
529,94109,24,2,13,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
530,94108,24,2,20,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,1
531,94109,24,2,18,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,4
532,94110,24,2,1,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
533,94109,24,2,14,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
534,94105,24,2,12,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,0
535,94104,24,2,7,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,1
536,94124,24,2,0,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
537,94110,24,2,1,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
538,94105,24,2,2,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,0
539,94114,24,2,14,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,8
540,94102,24,2,12,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
541,94107,24,2,20,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,3
542,94132,24,2,7,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,3
543,94112,24,2,13,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,5
544,94102,24,2,18,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
545,94103,24,2,11,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
546,94102,24,2,18,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
547,94131,24,2,9,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,1
548,94111,24,2,20,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,3
549,94121,24,2,10,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,3
550,94118,24,2,17,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,1
551,94133,24,2,20,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,3
552,94114,24,2,18,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,0
553,94114,24,2,14,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,0
554,94102,24,2,11,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,8
555,94109,24,2,15,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,4
556,94105,24,2,22,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,8
557,94108,24,2,20,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,3
558,94108,24,2,9,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,3
559,94122,24,2,16,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,1
560,94103,24,2,7,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
561,94109,24,2,0,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,8
562,94133,24,2,10,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,8
563,94102,24,2,20,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
564,94122,24,2,1,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,1
565,94133,24,2,22,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,3
566,94116,24,2,12,156.9,18021,16851,46594,10,87,0,70,25,9,2,0,15,1
567,94104,24,2,7,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,3
568,94115,24,2,10,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,1
569,94104,24,2,11,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,1
570,94115,24,2,23,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,3
571,94112,24,2,12,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,8
572,94133,24,2,1,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,3
573,94112,24,2,10,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,1
574,94123,24,2,23,162.7,25083,15429,25600,19,70,0,38,29,6,3,4,23,0
575,94118,24,2,8,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,3
576,94104,24,2,7,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,1
577,94110,24,2,22,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
578,94117,24,2,12,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
579,94111,24,2,16,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,5
580,94116,24,2,12,156.9,18021,16851,46594,10,87,0,70,25,9,2,0,15,1
581,94115,24,2,15,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,8
582,94122,24,2,22,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,3
583,94103,24,2,5,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
584,94102,24,2,0,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
585,94109,24,2,14,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
586,94103,24,2,12,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,6
587,94109,24,2,23,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
588,94103,24,2,23,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
589,94102,24,2,11,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
590,94122,24,2,10,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,3
591,94109,24,2,0,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,8
592,94118,24,2,19,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,6
593,94102,24,2,15,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
594,94109,24,2,6,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
595,94102,24,2,4,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
596,94109,24,2,23,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,0
597,94105,24,2,2,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,5
598,94102,24,2,18,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
599,94110,24,2,20,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
600,94102,24,2,22,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
601,94103,24,2,18,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
602,94109,24,2,9,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
603,94112,24,2,17,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
604,94117,24,2,11,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,3
605,94103,24,2,14,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
606,94102,24,2,7,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,8
607,94103,24,2,16,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
608,94110,24,2,16,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,4
609,94158,24,2,17,139.0,9247,3629,6080,8,31,0,28,8,1,1,0,11,3
610,94102,24,2,4,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,8
611,94110,24,2,1,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,0
612,94117,24,2,14,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,8
613,94131,24,2,18,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,1
614,94107,24,2,23,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,1
615,94131,24,2,21,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,1
616,94103,24,2,12,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
617,94117,24,2,22,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
618,94111,24,2,20,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,8
619,94109,24,2,5,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
620,94102,24,2,12,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,8
621,94105,24,2,15,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,1
622,94104,24,2,7,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,1
623,94111,24,2,20,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,3
624,94111,24,2,16,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,0
625,94117,24,2,18,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,3
626,94131,24,2,16,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,3
627,94122,24,2,11,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,1
628,94102,24,2,3,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
